,Volatility,Delta1,Delta2,Delta3,Current_price
37,0.019338210882074082,-0.036854103343465,0.04088050314465405,-0.027016520894071923,50.06
38,0.024765061803199317,0.04088050314465405,-0.027016520894071923,0.06885245901639345,55.42
39,0.040290322341142895,-0.027016520894071923,0.06885245901639345,-0.09585820220654724,49.99
40,0.047614233286332554,0.06885245901639345,-0.09585820220654724,0.017623885548413883,49.08
41,0.0591604883346643,-0.09585820220654724,0.017623885548413883,-0.15280853633984304,42.08
42,0.08924255273580081,0.017623885548413883,-0.15280853633984304,-0.03421052631578947,40.37
43,0.08157990296494415,-0.15280853633984304,-0.03421052631578947,0.04162585700293819,42.54
44,0.021056908220608416,-0.03421052631578947,0.04162585700293819,-0.008241758241758199,39.71
45,0.020502863648885438,0.04162585700293819,-0.008241758241758199,0.033157498116051246,41.13
46,0.023146501016407337,-0.008241758241758199,0.033157498116051246,-0.07067561092477247,38.79
47,0.041647191384765005,0.033157498116051246,-0.07067561092477247,-0.046505585866458796,36.7
48,0.04422585009720232,-0.07067561092477247,-0.046505585866458796,-0.009973045822102547,36.73
49,0.024174365207913582,-0.046505585866458796,-0.009973045822102547,0.014023732470334498,37.6
50,0.02337345829177517,-0.009973045822102547,0.014023732470334498,-0.0010982976386600535,36.38
51,0.03388191871859623,0.014023732470334498,-0.0010982976386600535,0.01573787409700721,39.37
52,0.03897148690922508,-0.0010982976386600535,0.01573787409700721,-0.05245901639344258,37.57
53,0.027246322210910487,0.01573787409700721,-0.05245901639344258,0.028813111287338183,38.92
54,0.03065689499250494,-0.05245901639344258,0.028813111287338183,0.07106325706594888,39.79
55,0.08881601816454673,0.028813111287338183,0.07106325706594888,0.1360510805500982,46.26
56,0.10758174743888003,0.07106325706594888,0.1360510805500982,0.0067368421052631635,47.82
57,0.05303947058229612,0.1360510805500982,0.0067368421052631635,-0.0030800821355237303,48.55
58,0.01114686346704511,0.0067368421052631635,-0.0030800821355237303,-0.03723942521756722,47.57
59,0.020612998731860413,-0.0030800821355237303,-0.03723942521756722,-0.022808870116156246,46.27
60,0.018080780195668177,-0.03723942521756722,-0.022808870116156246,0.0027618440620353207,47.2
61,0.0291822833531196,-0.022808870116156246,0.0027618440620353207,0.03275610264969748,49.5
62,0.031831728268584034,0.0027618440620353207,0.03275610264969748,0.011017628205128149,50.47
63,0.02779835335104131,0.03275610264969748,0.011017628205128149,0.034708449028163425,52.17
64,0.018620050353255594,0.011017628205128149,0.034708449028163425,0.0017327685791298309,52.03
65,0.012230594077346038,0.034708449028163425,0.0017327685791298309,0.014804579549940782,51.41
66,0.09529966039011047,0.0017327685791298309,0.014804579549940782,-0.23337268791814245,38.96
67,0.1459982755968832,0.014804579549940782,-0.23337268791814245,-0.0034355179704017584,37.71
68,0.11617654547777276,-0.23337268791814245,-0.0034355179704017584,-0.006916733173716549,37.33
69,0.009040896297924641,-0.0034355179704017584,-0.006916733173716549,-0.011320754716981178,36.68
70,0.011312689365108016,-0.006916733173716549,-0.011320754716981178,0.0019125683060109365,36.67
71,0.008287012417096179,-0.011320754716981178,0.0019125683060109365,0.01010101010101003,37.0
72,0.010714496337147827,0.0019125683060109365,0.01010101010101003,-0.015359297860669288,35.9
73,0.022589980800530526,0.01010101010101003,-0.015359297860669288,0.034323622728583726,35.86
74,0.015085174149682877,-0.015359297860669288,0.034323622728583726,-0.008157524613220793,35.26
75,0.014573876935767414,0.034323622728583726,-0.008157524613220793,0.03566208710903241,35.43
76,0.014494183821188325,-0.008157524613220793,0.03566208710903241,0.007319819819819763,35.78
77,0.01857305280738824,0.03566208710903241,0.007319819819819763,-0.02478213507625263,35.81
78,0.018901288763057796,0.007319819819819763,-0.02478213507625263,-0.052689052689052676,34.7
79,0.06933197427104677,-0.02478213507625263,-0.052689052689052676,-0.19896004378763,29.27
80,0.10657765963137111,-0.052689052689052676,-0.19896004378763,0.005453306066803004,29.5
81,0.0723130428071623,-0.19896004378763,0.005453306066803004,-0.01890614449696159,29.06
82,0.049831364267249226,0.005453306066803004,-0.01890614449696159,-0.11060070671378087,25.17
83,0.06112313866418708,-0.01890614449696159,-0.11060070671378087,0.13986874487284662,27.79
84,0.045671516527300955,-0.11060070671378087,0.13986874487284662,0.005549389567147561,27.18
85,0.038374989073994066,0.13986874487284662,0.005549389567147561,-0.00036791758646055963,27.17
86,0.0158733363652448,0.005549389567147561,-0.00036791758646055963,-0.03315315315315322,26.83
87,0.03110020158328153,-0.00036791758646055963,-0.03315315315315322,-0.044792833146696506,25.59
88,0.038945668371498085,-0.03315315315315322,-0.044792833146696506,0.02524127691165552,27.62
89,0.06879577660051653,-0.044792833146696506,0.02524127691165552,-0.025812939993295328,29.06
90,0.0637979080377923,0.02524127691165552,-0.025812939993295328,0.052076242341729105,30.91
91,0.027646373820853387,-0.025812939993295328,0.052076242341729105,0.06962457337883957,31.34
92,0.030725808494923013,0.052076242341729105,0.06962457337883957,-0.05636540330417888,29.13
93,0.04166338910698455,0.06962457337883957,-0.05636540330417888,-0.07867847411444137,27.05
94,0.061234248000819134,-0.05636540330417888,-0.07867847411444137,-0.047924528301886773,25.23
95,0.04807203296320091,-0.07867847411444137,-0.047924528301886773,-0.014671814671814633,25.52
96,0.016698904683610957,-0.047924528301886773,-0.014671814671814633,-0.025326170376055265,25.4
97,0.02277347177971407,-0.014671814671814633,-0.025326170376055265,-0.06138996138996139,24.31
98,0.025423551252470488,-0.025326170376055265,-0.06138996138996139,-0.062138170590505575,24.3
99,0.04743373166213242,-0.06138996138996139,-0.062138170590505575,-0.027456027456027328,22.67
100,0.04687753257483646,-0.062138170590505575,-0.027456027456027328,0.007400957771005734,23.14
101,0.04259869019911952,-0.027456027456027328,0.007400957771005734,-0.1143617021276595,19.98
102,0.07979135579484604,0.007400957771005734,-0.1143617021276595,-0.08702290076335865,17.94
103,0.09086675793935138,-0.1143617021276595,-0.08702290076335865,0.019772318753744654,17.02
104,0.05694959004443039,-0.08702290076335865,0.019772318753744654,0.052910052910052824,17.91
105,0.04682388122960269,0.019772318753744654,0.052910052910052824,-0.0733830845771143,14.9
106,0.06245442715265182,0.052910052910052824,-0.0733830845771143,0.13611111111111104,16.36
107,0.08565373713214275,-0.0733830845771143,0.13611111111111104,0.04810996563573882,18.3
108,0.08443039015114101,0.13611111111111104,0.04810996563573882,-0.008333333333333255,17.85
109,0.03028009346273793,0.04810996563573882,-0.008333333333333255,-0.011326860841423994,18.33
110,0.0518434739042288,-0.008333333333333255,-0.011326860841423994,-0.08323895809739518,16.19
111,0.06008375219369717,-0.011326860841423994,-0.08323895809739518,0.009580838323353302,16.86
112,0.031752136604277684,-0.08323895809739518,0.009580838323353302,0.0218613366645845,16.36
113,0.030267301951619037,0.009580838323353302,0.0218613366645845,0.042900302114803675,17.26
114,0.03204584687870455,0.0218613366645845,0.042900302114803675,0.02296819787985869,17.37
115,0.025807341026577668,0.042900302114803675,0.02296819787985869,-0.007415858528237453,17.4
116,0.04020992549032428,0.02296819787985869,-0.007415858528237453,-0.15134209023415202,14.86
117,0.08619698049836327,-0.007415858528237453,-0.15134209023415202,0.0136612021857923,14.84
118,0.08616865640979234,-0.15134209023415202,0.0136612021857923,0.03328611898017002,14.59
119,0.017159769171321945,0.0136612021857923,0.03328611898017002,0.004261363636363672,14.14
120,0.012719746686377627,0.03328611898017002,0.004261363636363672,0.01837455830388691,14.41
121,0.028604276576255822,0.004261363636363672,0.01837455830388691,0.06293706293706283,15.2
122,0.02838912243581129,0.01837455830388691,0.06293706293706283,-0.03947368421052629,14.6
123,0.03350473626188434,0.06293706293706283,-0.03947368421052629,0.13195435092724678,15.87
124,0.05121588193685719,-0.03947368421052629,0.13195435092724678,0.05838509316770172,17.04
125,0.05020397318822718,0.13195435092724678,0.05838509316770172,0.028588807785888005,16.91
126,0.034769975156671955,0.05838509316770172,0.028588807785888005,0.04629629629629613,18.08
127,0.038699973401302316,0.028588807785888005,0.04629629629629613,0.02089215132693379,18.08
128,0.027065945067321334,0.04629629629629613,0.02089215132693379,-0.015013404825737138,18.37
129,0.04854066731060727,0.02089215132693379,-0.015013404825737138,-0.10777479892761384,16.64
130,0.05555968017166988,-0.015013404825737138,-0.10777479892761384,0.09735576923076929,18.26
131,0.06740486539273692,-0.10777479892761384,0.09735576923076929,0.07362637362637361,19.54
132,0.06618245419065766,0.09735576923076929,0.07362637362637361,-0.09012464046021089,18.98
133,0.04279485972821583,0.07362637362637361,-0.09012464046021089,-0.013477088948787061,18.3
134,0.04205547293373212,-0.09012464046021089,-0.013477088948787061,0.0584731997834327,19.55
135,0.03277384612679933,-0.013477088948787061,0.0584731997834327,-0.08931259407927752,18.15
136,0.03629438712053951,0.0584731997834327,-0.08931259407927752,0.03378378378378366,18.36
137,0.08395875805920656,-0.08931259407927752,0.03378378378378366,0.2707993474714519,23.37
138,0.11893663667806792,0.03378378378378366,0.2707993474714519,0.011804384485666152,24.0
139,0.11083331634899186,0.2707993474714519,0.011804384485666152,-0.25340136054421775,17.56
140,0.1401328537737353,0.011804384485666152,-0.25340136054421775,-0.07055555555555554,16.73
141,0.12707671072180562,-0.25340136054421775,-0.07055555555555554,0.07130124777183618,18.03
142,0.027878565018622584,-0.07055555555555554,0.07130124777183618,0.03997682502896858,17.95
143,0.02545147946910089,0.07130124777183618,0.03997682502896858,0.05260148656375082,18.41
144,0.033437170991603496,0.03997682502896858,0.05260148656375082,0.0413492927094669,19.14
145,0.027809005398205095,0.05260148656375082,0.0413492927094669,-0.02002107481559531,18.6
146,0.01712823485801095,0.0413492927094669,-0.02002107481559531,-0.023617820719269874,18.19
147,0.01561670479612811,-0.02002107481559531,-0.023617820719269874,-0.01406165494862077,18.23
148,0.03223021212833889,-0.023617820719269874,-0.01406165494862077,-0.00564681724845993,19.37
149,0.03181787311104333,-0.01406165494862077,-0.00564681724845993,-0.053354463814051664,17.92
150,0.06665063845453308,-0.00564681724845993,-0.053354463814051664,-0.040398126463700106,16.39
151,0.05492532799464594,-0.053354463814051664,-0.040398126463700106,0.04270896888346548,17.09
152,0.024972179765780835,-0.040398126463700106,0.04270896888346548,0.012230634828188543,17.38
153,0.02222625349950296,0.04270896888346548,0.012230634828188543,-0.038840579710145026,16.58
154,0.019328855490773525,0.012230634828188543,-0.038840579710145026,-0.0024081878386513636,16.57
155,0.023509719334112243,-0.038840579710145026,-0.0024081878386513636,0.0395513577331758,17.61
156,0.046428196910452864,-0.0024081878386513636,0.0395513577331758,-0.13106525376464026,15.58
157,0.05104903856315882,0.0395513577331758,-0.13106525376464026,0.05123339658444026,16.62
158,0.053982911105029535,-0.13106525376464026,0.05123339658444026,-0.02192448233861163,16.06
159,0.021765024540306165,0.05123339658444026,-0.02192448233861163,-0.013316423589093157,15.56
160,0.025004554978629395,-0.02192448233861163,-0.013316423589093157,0.001976284584980312,15.21
161,0.018163697144247763,-0.013316423589093157,0.001976284584980312,-0.015013054830287234,15.09
162,0.011878539593967155,0.001976284584980312,-0.015013054830287234,0.030949105914718094,14.99
163,0.011290767369394288,-0.015013054830287234,0.030949105914718094,-0.006693440428380164,14.84
164,0.01813821506038933,0.030949105914718094,-0.006693440428380164,-0.022464261402314504,14.36
165,0.01832926785453017,-0.006693440428380164,-0.022464261402314504,0.009084556254367505,14.44
166,0.010040995175399126,-0.022464261402314504,0.009084556254367505,0.00825309491059154,14.66
167,0.08180040279475015,0.009084556254367505,0.00825309491059154,0.1529709228824272,18.24
168,0.09930300695737555,0.00825309491059154,0.1529709228824272,-0.010770059235325756,18.37
169,0.05518689455221235,0.1529709228824272,-0.010770059235325756,0.051240560949298776,19.49
170,0.018547843353441736,-0.010770059235325756,0.051240560949298776,-0.007111597374179571,18.15
171,0.021648900356256214,0.051240560949298776,-0.007111597374179571,0.018909899888765288,18.32
172,0.017103007708571615,-0.007111597374179571,0.018909899888765288,-0.05882352941176469,17.44
173,0.03327347664183027,0.018909899888765288,-0.05882352941176469,-0.04718590108015908,16.76
174,0.033830387607750007,-0.05882352941176469,-0.04718590108015908,0.05644682115270368,17.78
175,0.03546738264444028,-0.04718590108015908,0.05644682115270368,-0.011019283746556436,17.95
176,0.030556357064974393,0.05644682115270368,-0.011019283746556436,0.015297450424929356,17.92
177,0.0272656932495886,-0.011019283746556436,0.015297450424929356,0.07214206437291902,19.32
178,0.05309381413418143,0.015297450424929356,0.07214206437291902,0.04531568228105909,20.53
179,0.05077710289954243,0.07214206437291902,0.04531568228105909,-0.16260566882148184,16.84
180,0.09719037758928696,0.04531568228105909,-0.16260566882148184,-0.03402985074626867,16.18
181,0.09523954812448772,-0.16260566882148184,-0.03402985074626867,-0.03314917127071818,15.75
182,0.014207093591709448,-0.03402985074626867,-0.03314917127071818,-0.0031407035175879845,15.87
183,0.021386618562676034,-0.03314917127071818,-0.0031407035175879845,0.05628517823639777,16.89
184,0.025833476328570925,-0.0031407035175879845,0.05628517823639777,0.01561561561561571,16.91
185,0.02112925892246703,0.05628517823639777,0.01561561561561571,0.034994068801897975,17.45
186,0.03345840576137312,0.01561561561561571,0.034994068801897975,0.019818799546998948,18.01
187,0.027282028462820636,0.034994068801897975,0.019818799546998948,0.0005681818181817051,17.61
188,0.029703115435989795,0.019818799546998948,0.0005681818181817051,-0.006478209658421639,16.87
189,0.02610057018914122,0.0005681818181817051,-0.006478209658421639,0.044470450555880725,17.85
190,0.03430190807475484,-0.006478209658421639,0.044470450555880725,0.05432937181663821,18.63
191,0.022298700864429217,0.044470450555880725,0.05432937181663821,-0.025095471903982397,17.87
192,0.06444744840518894,0.05432937181663821,-0.025095471903982397,0.24812895797351747,21.68
193,0.07881094179632704,-0.025095471903982397,0.24812895797351747,-0.06352941176470595,19.9
194,0.06801299486543404,0.24812895797351747,-0.06352941176470595,0.04796286745745228,20.32
195,0.024334581483587348,-0.06352941176470595,0.04796286745745228,0.029251363411006436,20.76
196,0.04757386336182544,0.04796286745745228,0.029251363411006436,0.03265499290108856,21.82
197,0.038269150438104964,0.029251363411006436,0.03265499290108856,-0.06550618415025194,20.4
198,0.029788342739730172,0.03265499290108856,-0.06550618415025194,0.06162734713529134,22.05
199,0.04873158708988648,-0.06550618415025194,0.06162734713529134,0.13995381062355663,24.68
200,0.0724067641556959,0.06162734713529134,0.13995381062355663,-0.03269537480063783,24.26
201,0.04956199354230114,0.13995381062355663,-0.03269537480063783,0.009079653322327646,24.45
202,0.014877507075725816,-0.03269537480063783,0.009079653322327646,0.010837849103793313,24.25
203,0.013938531449442024,0.009079653322327646,0.010837849103793313,-0.012731006160164364,24.04
204,0.036555000323764235,0.010837849103793313,-0.012731006160164364,-0.06339814032121724,22.16
205,0.054472127832329416,-0.012731006160164364,-0.06339814032121724,0.1182529872270293,27.14
206,0.08132392499201546,-0.06339814032121724,0.1182529872270293,0.16435185185185178,30.18
207,0.11991929793787308,0.1182529872270293,0.16435185185185178,0.0666455093621072,33.61
208,0.10209305132455845,0.16435185185185178,0.0666455093621072,-0.012099213551119349,32.66
209,0.02592675223508375,0.0666455093621072,-0.012099213551119349,0.026119402985074737,33.0
210,0.03966484934454518,-0.012099213551119349,0.026119402985074737,0.022267206477732886,35.35
211,0.047442207280818265,0.026119402985074737,0.022267206477732886,0.0022535211267605154,35.58
212,0.051225668831432675,0.022267206477732886,0.0022535211267605154,-0.112921669525443,31.03
213,0.09044596082695296,0.0022535211267605154,-0.112921669525443,-0.12127859605139457,28.04
214,0.07203929011379501,-0.112921669525443,-0.12127859605139457,0.01706608569353676,28.01
215,0.034682016891202386,-0.12127859605139457,0.01706608569353676,-0.03217067389095844,28.58
216,0.05119692258929542,0.01706608569353676,-0.03217067389095844,-0.01947236180904526,31.22
217,0.03747291422982465,-0.03217067389095844,-0.01947236180904526,-0.005251066622907783,30.31
218,0.02547060963435073,-0.01947236180904526,-0.005251066622907783,0.033993399339933915,31.33
219,0.03944310770651378,-0.005251066622907783,0.033993399339933915,0.048351648351648326,33.39
220,0.032168406495422366,0.033993399339933915,0.048351648351648326,0.026870229007633667,33.63
221,0.01680257633155181,0.048351648351648326,0.026870229007633667,0.03590992087644552,34.04
222,0.05996327981088403,0.026870229007633667,0.03590992087644552,0.1583236321303841,39.8
223,0.09313062593220897,0.03590992087644552,0.1583236321303841,0.08453865336658355,43.49
224,0.09496633278535001,0.1583236321303841,0.08453865336658355,0.019968232357612945,44.95
225,0.05067022395613485,0.08453865336658355,0.019968232357612945,-0.02796444829828743,44.84
226,0.0208208860820293,0.019968232357612945,-0.02796444829828743,0.00434782608695647,43.89
227,0.02054894495528206,-0.02796444829828743,0.00434782608695647,-0.02640923213493131,43.87
228,0.018380261103446895,0.00434782608695647,-0.02640923213493131,-0.04242156429518327,43.34
229,0.022890154348209943,-0.02640923213493131,-0.04242156429518327,0.017955801104972403,44.22
230,0.12641982457510834,-0.04242156429518327,0.017955801104972403,-0.25687005123428036,31.91
231,0.1461021382460783,0.017955801104972403,-0.25687005123428036,-0.02985984156002439,31.84
232,0.08176439787695601,-0.25687005123428036,-0.02985984156002439,0.013141426783479402,32.38
233,0.017652898589895605,-0.02985984156002439,0.013141426783479402,0.02985074626865684,33.81
234,0.036330583932991455,0.013141426783479402,0.02985074626865684,0.04338842975206608,35.35
235,0.041164376987173436,0.02985074626865684,0.04338842975206608,-0.13552188552188557,30.81
236,0.06829949982643754,0.04338842975206608,-0.13552188552188557,-0.003279763857002226,30.39
237,0.0692405861682161,-0.13552188552188557,-0.003279763857002226,-0.008964143426294806,29.85
238,0.02441473029194978,-0.003279763857002226,-0.008964143426294806,0.03228070175438603,29.42
239,0.019750389946364952,-0.008964143426294806,0.03228070175438603,-0.008081517919887576,28.23
240,0.02518170579628142,0.03228070175438603,-0.008081517919887576,-0.04896090172595986,27.0
241,0.028831522792196453,-0.008081517919887576,-0.04896090172595986,0.04644515898535194,29.29
242,0.041279922294100456,-0.04896090172595986,0.04644515898535194,0.10301768990634765,31.8
243,0.0771394674703083,0.04644515898535194,0.10301768990634765,0.06983930778739178,34.62
244,0.07686836239387829,0.10301768990634765,0.06983930778739178,-0.003498542274052404,34.18
245,0.02840272020348425,0.06983930778739178,-0.003498542274052404,-0.02728873239436619,33.15
246,0.03760350499335535,-0.003498542274052404,-0.02728873239436619,-0.07573507573507575,31.12
247,0.027693787342337586,-0.02728873239436619,-0.07573507573507575,-0.04174283973187084,31.45
248,0.026987935320115453,-0.07573507573507575,-0.04174283973187084,-0.006833036244800858,33.43
